In this analyse, we chose lmbd=0.01, eta=0.01 and 300 epochs...

n_layers: 1, batch_size:10, n_neurons:5 gives score of: [0.6482295989990234, 0.6666666865348816] 
n_layers: 4, batch_size:100, n_neurons:80 gives score of: [1.1227843761444092, 0.8166666626930237] 
n_layers: 4, batch_size:110, n_neurons:5 gives score of: [0.6489786505699158, 0.6833333373069763] 
n_layers: 4, batch_size:110, n_neurons:10 gives score of: [0.6961008906364441, 0.7666666507720947] 
n_layers: 4, batch_size:110, n_neurons:15 gives score of: [0.6007834076881409, 0.8333333134651184] 
n_layers: 4, batch_size:110, n_neurons:20 gives score of: [0.7450056672096252, 0.75] 
n_layers: 4, batch_size:110, n_neurons:25 gives score of: [0.6947245001792908, 0.8333333134651184] 
n_layers: 4, batch_size:110, n_neurons:30 gives score of: [0.8766990900039673, 0.6833333373069763] 
n_layers: 4, batch_size:110, n_neurons:35 gives score of: [0.7470881938934326, 0.800000011920929] 
n_layers: 4, batch_size:110, n_neurons:40 gives score of: [0.8464306592941284, 0.8166666626930237] 
n_layers: 4, batch_size:110, n_neurons:45 gives score of: [0.8246656060218811, 0.800000011920929] 
n_layers: 4, batch_size:110, n_neurons:50 gives score of: [0.9747217297554016, 0.800000011920929] 
n_layers: 4, batch_size:110, n_neurons:55 gives score of: [1.162381649017334, 0.699999988079071] 
n_layers: 4, batch_size:110, n_neurons:60 gives score of: [0.9398946762084961, 0.8500000238418579] 
n_layers: 4, batch_size:110, n_neurons:65 gives score of: [0.941802978515625, 0.800000011920929] 
n_layers: 4, batch_size:110, n_neurons:70 gives score of: [0.8600509762763977, 0.8333333134651184] 
n_layers: 4, batch_size:110, n_neurons:75 gives score of: [1.0958961248397827, 0.8333333134651184] 
n_layers: 4, batch_size:110, n_neurons:80 gives score of: [1.1119685173034668, 0.800000011920929] 
n_layers: 4, batch_size:120, n_neurons:5 gives score of: [0.6940008401870728, 0.6666666865348816] 
n_layers: 4, batch_size:120, n_neurons:10 gives score of: [0.5481559634208679, 0.8500000238418579] 
n_layers: 4, batch_size:120, n_neurons:15 gives score of: [0.6371302008628845, 0.8166666626930237] 
n_layers: 4, batch_size:120, n_neurons:20 gives score of: [0.5751180052757263, 0.8999999761581421] 
n_layers: 4, batch_size:120, n_neurons:25 gives score of: [0.7069029211997986, 0.7666666507720947] 
n_layers: 4, batch_size:120, n_neurons:30 gives score of: [0.6972045302391052, 0.8666666746139526] 
n_layers: 4, batch_size:120, n_neurons:35 gives score of: [0.831492006778717, 0.8333333134651184] 
n_layers: 4, batch_size:120, n_neurons:40 gives score of: [0.9278245568275452, 0.800000011920929] 
n_layers: 4, batch_size:120, n_neurons:45 gives score of: [0.8404595851898193, 0.8333333134651184] 
n_layers: 4, batch_size:120, n_neurons:50 gives score of: [1.0356637239456177, 0.7666666507720947] 
n_layers: 4, batch_size:120, n_neurons:55 gives score of: [1.0005265474319458, 0.800000011920929] 
n_layers: 4, batch_size:120, n_neurons:60 gives score of: [0.9141923189163208, 0.800000011920929] 
n_layers: 4, batch_size:120, n_neurons:65 gives score of: [0.9196363091468811, 0.8166666626930237] 
n_layers: 4, batch_size:120, n_neurons:70 gives score of: [1.0163735151290894, 0.8333333134651184] 
n_layers: 4, batch_size:120, n_neurons:75 gives score of: [1.00576913356781, 0.8500000238418579] 
n_layers: 4, batch_size:120, n_neurons:80 gives score of: [1.0521817207336426, 0.800000011920929] 
n_layers: 4, batch_size:130, n_neurons:5 gives score of: [0.648703396320343, 0.6833333373069763] 
n_layers: 4, batch_size:130, n_neurons:10 gives score of: [0.751382052898407, 0.7333333492279053] 
n_layers: 4, batch_size:130, n_neurons:15 gives score of: [0.8132790327072144, 0.7333333492279053] 
n_layers: 4, batch_size:130, n_neurons:20 gives score of: [0.6981245875358582, 0.8500000238418579] 
n_layers: 4, batch_size:130, n_neurons:25 gives score of: [0.674265444278717, 0.8166666626930237] 
n_layers: 4, batch_size:130, n_neurons:30 gives score of: [0.8153508305549622, 0.8166666626930237] 
n_layers: 4, batch_size:130, n_neurons:35 gives score of: [0.7662808895111084, 0.8500000238418579] 
n_layers: 4, batch_size:130, n_neurons:40 gives score of: [0.8841954469680786, 0.8166666626930237] 
n_layers: 4, batch_size:130, n_neurons:45 gives score of: [0.8136276006698608, 0.8166666626930237] 
n_layers: 4, batch_size:130, n_neurons:50 gives score of: [0.8394834995269775, 0.8166666626930237] 
n_layers: 4, batch_size:130, n_neurons:55 gives score of: [0.9429178833961487, 0.8166666626930237] 
n_layers: 4, batch_size:130, n_neurons:60 gives score of: [0.952208936214447, 0.8166666626930237] 
n_layers: 4, batch_size:130, n_neurons:65 gives score of: [0.9777623414993286, 0.8333333134651184] 
n_layers: 4, batch_size:130, n_neurons:70 gives score of: [0.9941009283065796, 0.8666666746139526] 
n_layers: 4, batch_size:130, n_neurons:75 gives score of: [1.11173415184021, 0.8333333134651184] 
n_layers: 4, batch_size:130, n_neurons:80 gives score of: [1.1085782051086426, 0.8166666626930237] 
n_layers: 4, batch_size:140, n_neurons:5 gives score of: [0.7505136132240295, 0.6499999761581421] 
n_layers: 4, batch_size:140, n_neurons:10 gives score of: [0.6228422522544861, 0.8166666626930237] 
n_layers: 4, batch_size:140, n_neurons:15 gives score of: [0.6247722506523132, 0.8166666626930237] 
n_layers: 4, batch_size:140, n_neurons:20 gives score of: [0.8183557987213135, 0.7666666507720947] 
n_layers: 4, batch_size:140, n_neurons:25 gives score of: [0.7621785402297974, 0.7833333611488342] 
n_layers: 4, batch_size:140, n_neurons:30 gives score of: [0.7361109256744385, 0.8333333134651184] 
n_layers: 4, batch_size:140, n_neurons:35 gives score of: [0.8346760869026184, 0.7166666388511658] 
n_layers: 4, batch_size:140, n_neurons:40 gives score of: [0.6907931566238403, 0.8500000238418579] 
n_layers: 4, batch_size:140, n_neurons:45 gives score of: [0.7610836029052734, 0.8666666746139526] 
n_layers: 4, batch_size:140, n_neurons:50 gives score of: [0.789415717124939, 0.800000011920929] 
n_layers: 4, batch_size:140, n_neurons:55 gives score of: [0.9655598998069763, 0.8166666626930237] 
n_layers: 4, batch_size:140, n_neurons:60 gives score of: [0.8990781307220459, 0.8166666626930237] 
n_layers: 4, batch_size:140, n_neurons:65 gives score of: [0.8872994184494019, 0.8333333134651184] 
n_layers: 4, batch_size:140, n_neurons:70 gives score of: [1.0065035820007324, 0.8333333134651184] 
n_layers: 4, batch_size:140, n_neurons:75 gives score of: [0.9577223062515259, 0.8500000238418579] 
n_layers: 4, batch_size:140, n_neurons:80 gives score of: [1.1606941223144531, 0.8166666626930237] 
n_layers: 4, batch_size:150, n_neurons:5 gives score of: [0.8022598028182983, 0.46666666865348816] 
n_layers: 4, batch_size:150, n_neurons:10 gives score of: [0.5832326412200928, 0.800000011920929] 
n_layers: 4, batch_size:150, n_neurons:15 gives score of: [0.7423239350318909, 0.6666666865348816] 
n_layers: 4, batch_size:150, n_neurons:20 gives score of: [0.6115254759788513, 0.8166666626930237] 
n_layers: 4, batch_size:150, n_neurons:25 gives score of: [0.8434947729110718, 0.7333333492279053] 
n_layers: 4, batch_size:150, n_neurons:30 gives score of: [0.748937726020813, 0.7333333492279053] 
n_layers: 4, batch_size:150, n_neurons:35 gives score of: [0.6989625096321106, 0.8166666626930237] 
n_layers: 4, batch_size:150, n_neurons:40 gives score of: [0.779863178730011, 0.8333333134651184] 
n_layers: 4, batch_size:150, n_neurons:45 gives score of: [0.9588428735733032, 0.8166666626930237] 
n_layers: 4, batch_size:150, n_neurons:50 gives score of: [0.9194715023040771, 0.8333333134651184] 
n_layers: 4, batch_size:150, n_neurons:55 gives score of: [0.9557784199714661, 0.800000011920929] 
n_layers: 4, batch_size:150, n_neurons:60 gives score of: [1.0060697793960571, 0.8500000238418579] 
n_layers: 4, batch_size:150, n_neurons:65 gives score of: [0.8427439332008362, 0.8333333134651184] 
n_layers: 4, batch_size:150, n_neurons:70 gives score of: [1.1421562433242798, 0.75] 
n_layers: 4, batch_size:150, n_neurons:75 gives score of: [1.117950677871704, 0.8333333134651184] 
n_layers: 4, batch_size:150, n_neurons:80 gives score of: [0.9710842967033386, 0.8500000238418579] 
n_layers: 4, batch_size:160, n_neurons:5 gives score of: [0.7518796324729919, 0.44999998807907104] 
n_layers: 4, batch_size:160, n_neurons:10 gives score of: [0.6691482067108154, 0.6833333373069763] 
n_layers: 4, batch_size:160, n_neurons:15 gives score of: [0.8116419315338135, 0.7166666388511658] 
n_layers: 4, batch_size:160, n_neurons:20 gives score of: [0.8221527338027954, 0.7166666388511658] 
n_layers: 4, batch_size:160, n_neurons:25 gives score of: [0.8833009004592896, 0.7166666388511658] 
n_layers: 4, batch_size:160, n_neurons:30 gives score of: [0.7389142513275146, 0.800000011920929] 
n_layers: 4, batch_size:160, n_neurons:35 gives score of: [0.7991931438446045, 0.8333333134651184] 
n_layers: 4, batch_size:160, n_neurons:40 gives score of: [0.9008338451385498, 0.7666666507720947] 
n_layers: 4, batch_size:160, n_neurons:45 gives score of: [0.8575621843338013, 0.8333333134651184] 
n_layers: 4, batch_size:160, n_neurons:50 gives score of: [1.0335272550582886, 0.8333333134651184] 
n_layers: 4, batch_size:160, n_neurons:55 gives score of: [0.998278021812439, 0.8166666626930237] 
n_layers: 4, batch_size:160, n_neurons:60 gives score of: [1.281372308731079, 0.7166666388511658] 
n_layers: 4, batch_size:160, n_neurons:65 gives score of: [0.8754375576972961, 0.8166666626930237] 
n_layers: 4, batch_size:160, n_neurons:70 gives score of: [1.1191191673278809, 0.800000011920929] 
n_layers: 4, batch_size:160, n_neurons:75 gives score of: [1.0266920328140259, 0.8333333134651184] 
n_layers: 4, batch_size:160, n_neurons:80 gives score of: [1.007161021232605, 0.8166666626930237] 
n_layers: 4, batch_size:170, n_neurons:5 gives score of: [0.6960928440093994, 0.7333333492279053] 
n_layers: 4, batch_size:170, n_neurons:10 gives score of: [0.7829309105873108, 0.6666666865348816] 
n_layers: 4, batch_size:170, n_neurons:15 gives score of: [0.7085992097854614, 0.6666666865348816] 
n_layers: 4, batch_size:170, n_neurons:20 gives score of: [0.8713172674179077, 0.6666666865348816] 
n_layers: 4, batch_size:170, n_neurons:25 gives score of: [0.7490789890289307, 0.8166666626930237] 
n_layers: 4, batch_size:170, n_neurons:30 gives score of: [0.7258342504501343, 0.8166666626930237] 
n_layers: 4, batch_size:170, n_neurons:35 gives score of: [0.8251899480819702, 0.8333333134651184] 
n_layers: 4, batch_size:170, n_neurons:40 gives score of: [0.7939088344573975, 0.8333333134651184] 
n_layers: 4, batch_size:170, n_neurons:45 gives score of: [0.915649950504303, 0.800000011920929] 
n_layers: 4, batch_size:170, n_neurons:50 gives score of: [0.8685398101806641, 0.8333333134651184] 
n_layers: 4, batch_size:170, n_neurons:55 gives score of: [0.9152030944824219, 0.8166666626930237] 
n_layers: 4, batch_size:170, n_neurons:60 gives score of: [0.983346164226532, 0.8166666626930237] 
n_layers: 4, batch_size:170, n_neurons:65 gives score of: [0.9748719334602356, 0.800000011920929] 
n_layers: 4, batch_size:170, n_neurons:70 gives score of: [1.0527888536453247, 0.8500000238418579] 
n_layers: 4, batch_size:170, n_neurons:75 gives score of: [1.147973895072937, 0.8333333134651184] 
n_layers: 4, batch_size:170, n_neurons:80 gives score of: [1.086726427078247, 0.8333333134651184] 
n_layers: 4, batch_size:180, n_neurons:5 gives score of: [0.7390750646591187, 0.550000011920929] 
n_layers: 4, batch_size:180, n_neurons:10 gives score of: [0.6308359503746033, 0.7666666507720947] 
n_layers: 4, batch_size:180, n_neurons:15 gives score of: [0.8383843898773193, 0.6499999761581421] 
n_layers: 4, batch_size:180, n_neurons:20 gives score of: [0.9528014659881592, 0.6499999761581421] 
n_layers: 4, batch_size:180, n_neurons:25 gives score of: [0.9346157908439636, 0.6833333373069763] 
n_layers: 4, batch_size:180, n_neurons:30 gives score of: [0.7671968936920166, 0.8166666626930237] 
n_layers: 4, batch_size:180, n_neurons:35 gives score of: [0.7523313164710999, 0.8166666626930237] 
n_layers: 4, batch_size:180, n_neurons:40 gives score of: [0.7819827198982239, 0.8333333134651184] 
n_layers: 4, batch_size:180, n_neurons:45 gives score of: [0.9108949303627014, 0.8500000238418579] 
n_layers: 4, batch_size:180, n_neurons:50 gives score of: [0.8917656540870667, 0.8333333134651184] 
n_layers: 4, batch_size:180, n_neurons:55 gives score of: [1.0483880043029785, 0.8166666626930237] 
n_layers: 4, batch_size:180, n_neurons:60 gives score of: [1.0430899858474731, 0.7666666507720947] 
n_layers: 4, batch_size:180, n_neurons:65 gives score of: [1.1735522747039795, 0.7833333611488342] 
n_layers: 4, batch_size:180, n_neurons:70 gives score of: [0.970654308795929, 0.8333333134651184] 
n_layers: 4, batch_size:180, n_neurons:75 gives score of: [1.058070421218872, 0.800000011920929] 
n_layers: 4, batch_size:180, n_neurons:80 gives score of: [1.0153157711029053, 0.8333333134651184] 
n_layers: 4, batch_size:190, n_neurons:5 gives score of: [0.7433278560638428, 0.6499999761581421] 
n_layers: 4, batch_size:190, n_neurons:10 gives score of: [0.7042845487594604, 0.7333333492279053] 
n_layers: 4, batch_size:190, n_neurons:15 gives score of: [0.6344230771064758, 0.7666666507720947] 
n_layers: 4, batch_size:190, n_neurons:20 gives score of: [0.6893990635871887, 0.7166666388511658] 
n_layers: 4, batch_size:190, n_neurons:25 gives score of: [0.913943350315094, 0.7666666507720947] 
n_layers: 4, batch_size:190, n_neurons:30 gives score of: [0.7772126793861389, 0.8666666746139526] 
n_layers: 4, batch_size:190, n_neurons:35 gives score of: [0.7304496765136719, 0.8500000238418579] 
n_layers: 4, batch_size:190, n_neurons:40 gives score of: [0.7898395657539368, 0.8166666626930237] 
n_layers: 4, batch_size:190, n_neurons:45 gives score of: [0.8489081263542175, 0.8166666626930237] 
n_layers: 4, batch_size:190, n_neurons:50 gives score of: [1.0621041059494019, 0.8166666626930237] 
n_layers: 4, batch_size:190, n_neurons:55 gives score of: [1.126786470413208, 0.6666666865348816] 
n_layers: 4, batch_size:190, n_neurons:60 gives score of: [0.8813893795013428, 0.8500000238418579] 
n_layers: 4, batch_size:190, n_neurons:65 gives score of: [1.0121318101882935, 0.8333333134651184] 
n_layers: 4, batch_size:190, n_neurons:70 gives score of: [1.0781543254852295, 0.75] 
n_layers: 4, batch_size:190, n_neurons:75 gives score of: [1.0555766820907593, 0.8500000238418579] 
n_layers: 4, batch_size:190, n_neurons:80 gives score of: [1.1328587532043457, 0.800000011920929] 
n_layers: 4, batch_size:200, n_neurons:5 gives score of: [0.6732147336006165, 0.6833333373069763] 
n_layers: 4, batch_size:200, n_neurons:10 gives score of: [0.7466645836830139, 0.699999988079071] 
n_layers: 4, batch_size:200, n_neurons:15 gives score of: [0.7829381227493286, 0.7833333611488342] 
n_layers: 4, batch_size:200, n_neurons:20 gives score of: [0.8337698578834534, 0.6666666865348816] 
n_layers: 4, batch_size:200, n_neurons:25 gives score of: [0.7404193878173828, 0.7833333611488342] 
n_layers: 4, batch_size:200, n_neurons:30 gives score of: [0.8237237334251404, 0.7333333492279053] 
n_layers: 4, batch_size:200, n_neurons:35 gives score of: [0.7810658812522888, 0.7833333611488342] 
n_layers: 4, batch_size:200, n_neurons:40 gives score of: [0.8737956881523132, 0.8166666626930237] 
n_layers: 4, batch_size:200, n_neurons:45 gives score of: [0.9147389531135559, 0.8333333134651184] 
n_layers: 4, batch_size:200, n_neurons:50 gives score of: [0.8262670636177063, 0.8166666626930237] 
n_layers: 4, batch_size:200, n_neurons:55 gives score of: [0.9419659972190857, 0.800000011920929] 
n_layers: 4, batch_size:200, n_neurons:60 gives score of: [1.088201642036438, 0.800000011920929] 
n_layers: 4, batch_size:200, n_neurons:65 gives score of: [1.0545934438705444, 0.800000011920929] 
n_layers: 4, batch_size:200, n_neurons:70 gives score of: [1.0526816844940186, 0.8166666626930237] 
n_layers: 4, batch_size:200, n_neurons:75 gives score of: [0.9384188055992126, 0.8333333134651184] 
n_layers: 4, batch_size:200, n_neurons:80 gives score of: [1.0551105737686157, 0.7833333611488342] 
n_layers: 5, batch_size:10, n_neurons:5 gives score of: [0.4612034857273102, 0.8833333253860474] 
n_layers: 5, batch_size:10, n_neurons:10 gives score of: [0.5776692628860474, 0.8333333134651184] 
n_layers: 5, batch_size:10, n_neurons:15 gives score of: [0.5711392760276794, 0.8500000238418579] 
n_layers: 5, batch_size:10, n_neurons:20 gives score of: [0.5435844659805298, 0.8666666746139526] 
n_layers: 5, batch_size:10, n_neurons:25 gives score of: [0.5419960618019104, 0.8333333134651184] 
n_layers: 5, batch_size:10, n_neurons:30 gives score of: [0.8481435179710388, 0.6666666865348816] 
n_layers: 5, batch_size:10, n_neurons:35 gives score of: [0.5216303467750549, 0.8666666746139526] 
n_layers: 5, batch_size:10, n_neurons:40 gives score of: [0.5057555437088013, 0.8333333134651184] 
n_layers: 5, batch_size:10, n_neurons:45 gives score of: [0.48435479402542114, 0.8833333253860474] 
n_layers: 5, batch_size:10, n_neurons:50 gives score of: [0.5278984308242798, 0.8500000238418579] 
n_layers: 5, batch_size:10, n_neurons:55 gives score of: [0.4832400679588318, 0.8500000238418579] 
n_layers: 5, batch_size:10, n_neurons:60 gives score of: [0.5811277031898499, 0.8333333134651184] 
n_layers: 5, batch_size:10, n_neurons:65 gives score of: [0.5869848728179932, 0.800000011920929] 
n_layers: 5, batch_size:10, n_neurons:70 gives score of: [0.49207714200019836, 0.8500000238418579] 
n_layers: 5, batch_size:10, n_neurons:75 gives score of: [0.64997798204422, 0.7833333611488342] 
n_layers: 5, batch_size:10, n_neurons:80 gives score of: [0.677090048789978, 0.6833333373069763] 
n_layers: 5, batch_size:20, n_neurons:5 gives score of: [0.6885283589363098, 0.550000011920929] 
n_layers: 5, batch_size:20, n_neurons:10 gives score of: [0.4514005780220032, 0.8666666746139526] 
n_layers: 5, batch_size:20, n_neurons:15 gives score of: [0.5855782628059387, 0.800000011920929] 
n_layers: 5, batch_size:20, n_neurons:20 gives score of: [0.6092052459716797, 0.8166666626930237] 
n_layers: 5, batch_size:20, n_neurons:25 gives score of: [0.7339111566543579, 0.8166666626930237] 
n_layers: 5, batch_size:20, n_neurons:30 gives score of: [0.7474372386932373, 0.7666666507720947] 
n_layers: 5, batch_size:20, n_neurons:35 gives score of: [0.641097903251648, 0.8333333134651184] 
n_layers: 5, batch_size:20, n_neurons:40 gives score of: [0.7426173090934753, 0.8333333134651184] 
n_layers: 5, batch_size:20, n_neurons:45 gives score of: [0.735948920249939, 0.8333333134651184] 
n_layers: 5, batch_size:20, n_neurons:50 gives score of: [0.7173138856887817, 0.8166666626930237] 
n_layers: 5, batch_size:20, n_neurons:55 gives score of: [0.6762101650238037, 0.8500000238418579] 
n_layers: 5, batch_size:20, n_neurons:60 gives score of: [1.0957003831863403, 0.6166666746139526] 
n_layers: 5, batch_size:20, n_neurons:65 gives score of: [0.6575974822044373, 0.8500000238418579] 
n_layers: 5, batch_size:20, n_neurons:70 gives score of: [0.6451528072357178, 0.8500000238418579] 
n_layers: 5, batch_size:20, n_neurons:75 gives score of: [0.8620560765266418, 0.7333333492279053] 
n_layers: 5, batch_size:20, n_neurons:80 gives score of: [0.5953788757324219, 0.8333333134651184] 
n_layers: 5, batch_size:30, n_neurons:5 gives score of: [0.6736990213394165, 0.7166666388511658] 
n_layers: 5, batch_size:30, n_neurons:10 gives score of: [0.541135847568512, 0.8500000238418579] 
n_layers: 5, batch_size:30, n_neurons:15 gives score of: [0.6999102234840393, 0.8333333134651184] 
n_layers: 5, batch_size:30, n_neurons:20 gives score of: [0.6745752096176147, 0.800000011920929] 
n_layers: 5, batch_size:30, n_neurons:25 gives score of: [0.7723168730735779, 0.75] 
n_layers: 5, batch_size:30, n_neurons:30 gives score of: [0.7705526947975159, 0.8166666626930237] 
n_layers: 5, batch_size:30, n_neurons:35 gives score of: [0.736027181148529, 0.8500000238418579] 
n_layers: 5, batch_size:30, n_neurons:40 gives score of: [0.7443410158157349, 0.8500000238418579] 
n_layers: 5, batch_size:30, n_neurons:45 gives score of: [0.7399027943611145, 0.8333333134651184] 
n_layers: 5, batch_size:30, n_neurons:50 gives score of: [0.7416813969612122, 0.8500000238418579] 
n_layers: 5, batch_size:30, n_neurons:55 gives score of: [0.8524146676063538, 0.800000011920929] 
n_layers: 5, batch_size:30, n_neurons:60 gives score of: [0.726559042930603, 0.8500000238418579] 
n_layers: 5, batch_size:30, n_neurons:65 gives score of: [0.7967342734336853, 0.8500000238418579] 
n_layers: 5, batch_size:30, n_neurons:70 gives score of: [1.0516728162765503, 0.75] 
n_layers: 5, batch_size:30, n_neurons:75 gives score of: [0.6552003026008606, 0.800000011920929] 
n_layers: 5, batch_size:30, n_neurons:80 gives score of: [0.9622275233268738, 0.8500000238418579] 
n_layers: 5, batch_size:40, n_neurons:5 gives score of: [0.6262121200561523, 0.6833333373069763] 
n_layers: 5, batch_size:40, n_neurons:10 gives score of: [0.6736311316490173, 0.75] 
n_layers: 5, batch_size:40, n_neurons:15 gives score of: [0.7017072439193726, 0.75] 
n_layers: 5, batch_size:40, n_neurons:20 gives score of: [0.5808467864990234, 0.8333333134651184] 
n_layers: 5, batch_size:40, n_neurons:25 gives score of: [0.6677228212356567, 0.8166666626930237] 
n_layers: 5, batch_size:40, n_neurons:30 gives score of: [0.6996263265609741, 0.8500000238418579] 
n_layers: 5, batch_size:40, n_neurons:35 gives score of: [0.6808571219444275, 0.8166666626930237] 
n_layers: 5, batch_size:40, n_neurons:40 gives score of: [0.7396826148033142, 0.8500000238418579] 
n_layers: 5, batch_size:40, n_neurons:45 gives score of: [0.6989896893501282, 0.8166666626930237] 
n_layers: 5, batch_size:40, n_neurons:50 gives score of: [0.9605332612991333, 0.699999988079071] 
n_layers: 5, batch_size:40, n_neurons:55 gives score of: [0.8237938284873962, 0.8666666746139526] 
n_layers: 5, batch_size:40, n_neurons:60 gives score of: [0.840707540512085, 0.8333333134651184] 
n_layers: 5, batch_size:40, n_neurons:65 gives score of: [1.0790934562683105, 0.6666666865348816] 
n_layers: 5, batch_size:40, n_neurons:70 gives score of: [0.7939414978027344, 0.8333333134651184] 
n_layers: 5, batch_size:40, n_neurons:75 gives score of: [0.9418696761131287, 0.8166666626930237] 
n_layers: 5, batch_size:40, n_neurons:80 gives score of: [1.0882853269577026, 0.800000011920929] 
n_layers: 5, batch_size:50, n_neurons:5 gives score of: [0.7643713355064392, 0.6499999761581421] 
n_layers: 5, batch_size:50, n_neurons:10 gives score of: [0.6266751885414124, 0.7833333611488342] 
n_layers: 5, batch_size:50, n_neurons:15 gives score of: [0.7882884740829468, 0.800000011920929] 
n_layers: 5, batch_size:50, n_neurons:20 gives score of: [0.6358631253242493, 0.8166666626930237] 
n_layers: 5, batch_size:50, n_neurons:25 gives score of: [0.6928770542144775, 0.8500000238418579] 
n_layers: 5, batch_size:50, n_neurons:30 gives score of: [0.8408111333847046, 0.800000011920929] 
n_layers: 5, batch_size:50, n_neurons:35 gives score of: [0.9062357544898987, 0.75] 
n_layers: 5, batch_size:50, n_neurons:40 gives score of: [0.6694372296333313, 0.8500000238418579] 
n_layers: 5, batch_size:50, n_neurons:45 gives score of: [0.9884506464004517, 0.7666666507720947] 
n_layers: 5, batch_size:50, n_neurons:50 gives score of: [1.0496094226837158, 0.75] 
n_layers: 5, batch_size:50, n_neurons:55 gives score of: [0.7986128330230713, 0.8166666626930237] 
n_layers: 5, batch_size:50, n_neurons:60 gives score of: [0.8181238174438477, 0.8500000238418579] 
n_layers: 5, batch_size:50, n_neurons:65 gives score of: [1.1253269910812378, 0.7333333492279053] 
n_layers: 5, batch_size:50, n_neurons:70 gives score of: [0.9067108631134033, 0.8166666626930237] 
n_layers: 5, batch_size:50, n_neurons:75 gives score of: [0.9872958064079285, 0.8166666626930237] 
n_layers: 5, batch_size:50, n_neurons:80 gives score of: [0.7916625738143921, 0.8333333134651184] 
n_layers: 5, batch_size:60, n_neurons:5 gives score of: [0.6844537854194641, 0.7333333492279053] 
n_layers: 5, batch_size:60, n_neurons:10 gives score of: [0.6817149519920349, 0.699999988079071] 
n_layers: 5, batch_size:60, n_neurons:15 gives score of: [0.6118501424789429, 0.8333333134651184] 
n_layers: 5, batch_size:60, n_neurons:20 gives score of: [0.7102698087692261, 0.8333333134651184] 
n_layers: 5, batch_size:60, n_neurons:25 gives score of: [0.6107217073440552, 0.8500000238418579] 
n_layers: 5, batch_size:60, n_neurons:30 gives score of: [0.8360850214958191, 0.8166666626930237] 
n_layers: 5, batch_size:60, n_neurons:35 gives score of: [0.8112801909446716, 0.8166666626930237] 
n_layers: 5, batch_size:60, n_neurons:40 gives score of: [0.6645733714103699, 0.8500000238418579] 
n_layers: 5, batch_size:60, n_neurons:45 gives score of: [0.9066897034645081, 0.8333333134651184] 
n_layers: 5, batch_size:60, n_neurons:50 gives score of: [0.8747300505638123, 0.8500000238418579] 
n_layers: 5, batch_size:60, n_neurons:55 gives score of: [0.8057174682617188, 0.8500000238418579] 
n_layers: 5, batch_size:60, n_neurons:60 gives score of: [0.8135843873023987, 0.8500000238418579] 
n_layers: 5, batch_size:60, n_neurons:65 gives score of: [0.9308358430862427, 0.7666666507720947] 
n_layers: 5, batch_size:60, n_neurons:70 gives score of: [0.9289719462394714, 0.8333333134651184] 
n_layers: 5, batch_size:60, n_neurons:75 gives score of: [1.0546643733978271, 0.8333333134651184] 
n_layers: 5, batch_size:60, n_neurons:80 gives score of: [0.7984481453895569, 0.8333333134651184] 
n_layers: 5, batch_size:70, n_neurons:5 gives score of: [0.6429177522659302, 0.7333333492279053] 
n_layers: 5, batch_size:70, n_neurons:10 gives score of: [0.8105054497718811, 0.7166666388511658] 
n_layers: 5, batch_size:70, n_neurons:15 gives score of: [0.6956557035446167, 0.8333333134651184] 
n_layers: 5, batch_size:70, n_neurons:20 gives score of: [0.7003746032714844, 0.800000011920929] 
n_layers: 5, batch_size:70, n_neurons:25 gives score of: [0.8243372440338135, 0.8166666626930237] 
n_layers: 5, batch_size:70, n_neurons:30 gives score of: [0.7762337923049927, 0.8500000238418579] 
n_layers: 5, batch_size:70, n_neurons:35 gives score of: [0.7841672897338867, 0.8333333134651184] 
n_layers: 5, batch_size:70, n_neurons:40 gives score of: [0.9630342125892639, 0.75] 
n_layers: 5, batch_size:70, n_neurons:45 gives score of: [0.8429362177848816, 0.8166666626930237] 
n_layers: 5, batch_size:70, n_neurons:50 gives score of: [0.9898787140846252, 0.800000011920929] 
n_layers: 5, batch_size:70, n_neurons:55 gives score of: [1.0839444398880005, 0.7666666507720947] 
n_layers: 5, batch_size:70, n_neurons:60 gives score of: [1.0419762134552002, 0.699999988079071] 
n_layers: 5, batch_size:70, n_neurons:65 gives score of: [1.1491780281066895, 0.75] 
n_layers: 5, batch_size:70, n_neurons:70 gives score of: [0.929095447063446, 0.8333333134651184] 
n_layers: 5, batch_size:70, n_neurons:75 gives score of: [1.0492645502090454, 0.7166666388511658] 
n_layers: 5, batch_size:70, n_neurons:80 gives score of: [0.9782078862190247, 0.8333333134651184] 
n_layers: 5, batch_size:80, n_neurons:5 gives score of: [0.6398942470550537, 0.699999988079071] 
n_layers: 5, batch_size:80, n_neurons:10 gives score of: [0.7751825451850891, 0.699999988079071] 
n_layers: 5, batch_size:80, n_neurons:15 gives score of: [0.8299009203910828, 0.7666666507720947] 
n_layers: 5, batch_size:80, n_neurons:20 gives score of: [0.6998277902603149, 0.8166666626930237] 
n_layers: 5, batch_size:80, n_neurons:25 gives score of: [0.8586588501930237, 0.800000011920929] 
n_layers: 5, batch_size:80, n_neurons:30 gives score of: [0.6738958954811096, 0.8333333134651184] 
n_layers: 5, batch_size:80, n_neurons:35 gives score of: [0.8620267510414124, 0.7666666507720947] 
